Report ID	Author	Publication Date	Title	Abstract	Publication	Keywords (from Bibliographic databases - unsorted)	Study	Study Context Comments	Country	"LatDD,LonDD"	Production System/Sector	Commodity	Certification Standard	Population	Sampling Unit	Position in Supply Chain	Research Method	Expand on Mixed Methods and Other	Study Design	Sample Size: Certified	Sample size: Non-certified	Treatment Arms	Statistical Power	Social	Economic	Environmental	Education	Poverty	Health and Safety	Nutrition	Gender	Wellbeing	Community Benefits and Development	Knowledge Exchange	Transparency	Management systems	Price Premium	Profitability 	Costs	Market Advantage	Yield	Good Production Practices (including good forest management)	Financial Security	Deforestation	Conservation and Biodiversity	Pollution	Soil Management	Water Management	Input Use	Post-harvest Practices	Notes Aqua	Notes
9028	"Gibbon, Peter; Lin, Yumiao; Jones, Sam"	2009	Revenue effects of participation in smallholder organic cocoa production in tropical Africa: a case study		DIIS Working Paper.  ISBN:978-87-7605-324-7    		"Gibbon, 2009"	N/A	Uganda	"0.707500, 30.063600"	Cocoa	Cocoa; Vanilla	Organic	Households	Households	Producer	Mixed methods	"Interview, Questionnaire, Modelling"	Matched	30	30	Control / Organic	OLS regression; Heckman regression; probit and poisson models and propensity score matching	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Income increased
9060	"Marinari, S.; Mancinelli, R.; Campiglia, E.; Grego, S."	2006	Chemical and biological indicators of soil quality in organic and conventional farming systems in Central Italy	"In the past decade, there has been increased scientific interest in the so-called organic farming, especially in comparison with conventional agriculture. Many recent studies compare these two fundamentally different systems for soil properties, in different regions of the world. In this study, two adjacent fields in Central Italy, one managed according to organic, and the other according to conventional farming methods, were studied to determine the effects of these two agricultural systems on soil quality indicators at the farm level. Chemical and microbiological properties were chosen as indicators of soil quality and were measured at soil depth intervals of 5-20 and 20-35 cm, after 7 years of organic certified and conventional management methods. The field under organic management showed significantly better soil nutritional and microbiological conditions; with increased level of total nitrogen, nitrate and available phosphorus, and an increased microbial biomass content, and enzymatic activities (acid phosphatase, protease and dehydrogenase). No consistent increase in total organic carbon was observed. Results of the study suggest that, over the period of 7 year, organic management method strongly affects soil quality indicators. Large differences between the two soils were found in terms of microbiological properties, which are sensitive soil indicators of changes occurred under the different farming systems. Â© 2005 Elsevier Ltd. All rights reserved."	Ecological Indicators 6  701-711 DOI:10.1016/j.ecolind.2005.08.029	Agricultural management Alternative practice Conve	"Marinani et al., 2006"	Comparison of organic and non-organic farming on soil quality.	Italy	"42.29, 12.16"	Other	Wheat; Sunflower	Organic	Farms	Farms	Producer	Field experiments	N/A	Matched	1	1	Control/ Organic	Wilcoxon rank sum (c2) test; Standard Deviation; Mean	No Data Reported	No Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	"Soil indicators that increased: level of total nitrogen, nitrate and available phosphorus, amicrobial biomass content, and enzymatic activities(acid phosphatase, protease and dehydrogenase)."
9416	"Clark, S."	2014	Resource-use and partial-budget analysis of a transition to reduced-input and organic practices and direct marketing: a student-farm case study	"The Berea College student farm undertook a transition to alternative practices in an effort to improve the sustainability of its operations, which included an expansion of organic crop production, a transition to reduced-input cattle and hog production, and a shift toward local marketing and sales, particularly of value-added products. The changes, developed and planned by students, staff and faculty in 2007, were implemented in 2008-2009 and fully in place by 2010. The plan required a reduction in livestock herd sizes, creating less dependence on purchased off-farm inputs, such as livestock feedstuffs and fertilizers for growing animal feed-crops. Third-party certifications, including USDA Certified Organic and Animal Welfare Approved, facilitated access to price premiums and new markets. Selling more meat and fewer live animals resulted in financial gains for the livestock enterprises, but the greatest returns were generated through organic horticultural production. Questions remain about the environmental, social, and animal-welfare trade-offs from the transition, but it clearly resulted in financial improvements and reduced dependence on off-farm inputs. This paper quantitatively documents the effects of the initiatives and illustrates the interdependencies among the changes to the whole-farm system."	"Journal of Agriculture, Food Systems and Community Development 4  113-130 "	alternative farming beef cattle case studies cattle	N/A	N/A	USA	"37.499000, -84.151300"	Mixed Farming	Livestock; Horticultural products 	Organic	Farms	Farmers	Producer	Mixed methods	"Sales records, Interviews (freeform)"	Pre-post	1	1	Control / Organic	N/A	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	None
9554	"Cubbage, F.; Diaz, D.; Yapura, P.; Dube, F."	2010	Impacts of forest management certification in Argentina and Chile	"Individuals at ten firms in Argentina and Chile that had received Forest Stewardship Council (FSC) or Sistema Chileno de Certificaciâ€”n Forestal (CERTFOR) forest management certification were interviewed to determine the management, environmental, social, and economic impacts of certification. All firms improved many practices in forest management, environmental protection, community relations, public affairs, economic, and environmental management systems in order to receive certification, with an average of 27 changes reported per firm that received forest certification. The amount of changes were fairly evenly distributed among forest management practices, social and legal aspects, and economic and system impacts. Most firms certified by FSC received several conditions or corrective action requests, but these represented only about one-third of the 27 changes those firms made to receive or maintain certification. Certification appeared to prompt similar changes in Argentina and Chile, and with FSC and CERTFOR. Certified firms usually hired only one or two new employees for certification, but did shift job responsibilities so that about 5% to 10% of personnel time was spent on certification. Individuals at interviewed firms were generally very satisfied with certification and all firms except one intended to re-certify. SPANISH: A fin de determinar los impactos de la certificaciâ€”n sobre el manejo forestal en relaciâ€”n a aspectos ecolâ€”gicos, econâ€”micos y sociales fueron entrevistadas con diez empresas en Argentina y Chile que recibieron la certificaciâ€”n de Manejo Forestal Sustentable del Forest Stewardship Council (FSC) o Sistema Chileno de Certificaciâ€”n Forestal (CERTFOR). Todas las empresas mejoraron sus prâ€¡cticas de manejo forestal, de protecciâ€”n ambiental, sus relaciones con la comunidad y con el pÅ“blico, su economâ€™a y sus sistemas de manejo ambiental a fin de recibir la certificaciâ€”n forestal, con un promedio de 27 cambios informados por cada firma que obtuvo la certificaciâ€”n. La cantidad de cambios estuvo uniformemente distribuida entre las prâ€¡cticas de manejo forestal, los aspectos sociales y legales, y los aspectos econâ€”micos y de planificaciâ€”n. La mayorâ€™a de las firmas certificadas por FSC recibieron tambi_n varias solicitudes de acciones correctivas, pero _stas representan sâ€”lo un tercio del total de 27 cambios realizados por estas empresas para recibir o mantener la certificaciâ€”n. La certificaciâ€”n parece haber generado similar nÅ“mero de cambios en Argentina y Chile, ya sea FSC o CERTFOR. Alrededor 5% hasta 10% del tiempo de los empleados fue ganado con certificaciâ€”n forestal. Las personas entrevistadas en las empresas se encontraban por lo general satisfechas con la certificaciâ€”n y excepto una de las empresas, el resto de ellas proyectaban renovar la certificaciâ€”n forestal. Â© 2010 Elsevier B.V."	Forest Policy and Economics 12  497-504 DOI:10.1016/j.forpol.2010.06.004	CERTFOR Evaluation Forest Management Certification	"Cubbage et al., 2009"	N/A	Argentina; Chile	"-34.6037, -58.3816;-33.4489, -70.6693"	Timber	Timber	Forest Stewardship Council (FSC); Sistema Chileno de Certificaciâ€”n Forestal (CERTFOR)	Firms	Firm owners; Workers	Producer	Mixed methods	"Interviews (broad, likert and binary) with managers and audit/management data"	Pre-post	10	N/A	N/A	No analysis; questionnaire outcomes simply stated	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	More control of invasive. Discusses CARs.
9622	"Duchelle, Amy E.; Kainer, Karen A.; Wadt, Lucia H. O."	2014	Is Certification Associated with Better Forest Management and Socioeconomic Benefits? A Comparative Analysis of Three Certification Schemes Applied to Brazil Nuts in Western Amazonia	"Nontimber forest product (NTFP) certification has potential to promote sustainable harvest and to bolster rural livelihoods. This research compares environmental and socioeconomic benefits of Brazil nut certification for 231 producers in 17 communities in the trinational border region of Bolivia, Brazil, and Peru during the 2006-2007 harvest. Specific objectives were: (1) to analyze differences in ""best management practices"" between certified and noncertified producers; (2) to identify socioeconomic benefits associated with certified nuts; and (3) to explore producer perceptions of nut certification. Organic and Fairtrade certification were associated with better postharvest practices and higher prices, while Forest Stewardship Council (FSC) certification was related to preharvest planning. Certification was viewed most positively in Bolivia, where producers gleaned financial and social benefits, moderately in Peru, and least positively in Brazil, where benefits were lower or nonexistent. Partnerships with cooperatives, donors, government, and nongovernmental organizations were essential to maximize conservation and development objectives."	Society & Natural Resources 27  121-139 		"Duchelle, 2014"	N/A	Brazil; Bolivia; Peru	"-10.963488, -69.557771"	Nuts	Brazil Nut	Organic; Fair Trade; Rainforest Alliance	Co-operatives; Smallholders	Per-country	Producer	Household surveys	N/A	Matched	79	152	Control / Organic / FT	GLM; Chi squared	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	None
9630	"Mohan, S."	2016	Institutional Change in Value Chains: Evidence from Tea in Nepal	"Local conditions in developing countries have long played a part in determining whether their small-scale firms can benefit from deepening their participation in global value chains (GVCs). Institutional theory allows us to characterize these local conditions not simply as particularistic oddities but rather as elements of an institutional matrix that affects the livelihoods of chain participants. However, the institutional dimension of GVC analysis has been traditionally neglected in the literature, to the detriment of our understanding of the impacts of upgrading in GVCs. This study aims to remedy this failure by illustrating how institutional context mediates between value chain upgrading and the livelihoods of chain participants. It particular, it seeks to elucidate how value chain upgrading spurs a process of change in the institutions that govern the livelihoods of suppliers in developing countries. This examination sheds light on the more general question of how value chain upgrading sometimes helps, but sometimes hurts, the welfare of chain participants. This theoretical contribution to the value chain literature is based upon an institutional analysis of primary qualitative data from more than 80 small-scale tea farmers in Nepal, some of whom had upgraded from conventional to organically certified production. Our study finds that value chain upgrading launches a process of institutional change that can be summarized in a general typology. The typology highlights how rules, strategies, organizations, and informal norms affect whether a given upgrading intervention yields livelihood benefits in a particular place. Upgrading can yield positive impacts in chain-linked livelihood dimensions, such as price, and yet induce negative changes in other livelihood dimensions, such as risk, and thereby yield overall adverse livelihood implications, in a process we dub Ã’immiserizing upgradingÃ“. These findings contribute to advancing the conceptual literature on global value chains (GVCs) by suggesting a general typology for cycles of institutional change that influence livelihood outcomes. The typology provides a framework to analyze such processes that is also of use to development practitioners seeking to understand the conditions under which upgrading worsens or improves the welfare of value chain participants. The research findings provide an interesting window into how certification schemes interact with the daily lives of the rural poor. Â© 2015 Elsevier Ltd"	World Development 78  52-65 DOI:10.1016/j.worlddev.2015.10.004	Asia global value chains institutions Nepal tea up	"Mohan, 2015 (Organic)"	"CoC adopted then dropped, Organic then adopted."	Nepal	"27.7172, 85.3240"	Tea	Tea	Organic	Co-operatives	Farmers; Labourers	Producer	Interviews (freeform)	Semi-structured	Pre-post	36	N/A	Control / Organic	Grounded theory methods (N/A) interview data reported in discussion manner; virtually no numbers	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	More livestock assets and more indebted.
9630	"Mohan, S."	2016	Institutional Change in Value Chains: Evidence from Tea in Nepal	"Local conditions in developing countries have long played a part in determining whether their small-scale firms can benefit from deepening their participation in global value chains (GVCs). Institutional theory allows us to characterize these local conditions not simply as particularistic oddities but rather as elements of an institutional matrix that affects the livelihoods of chain participants. However, the institutional dimension of GVC analysis has been traditionally neglected in the literature, to the detriment of our understanding of the impacts of upgrading in GVCs. This study aims to remedy this failure by illustrating how institutional context mediates between value chain upgrading and the livelihoods of chain participants. It particular, it seeks to elucidate how value chain upgrading spurs a process of change in the institutions that govern the livelihoods of suppliers in developing countries. This examination sheds light on the more general question of how value chain upgrading sometimes helps, but sometimes hurts, the welfare of chain participants. This theoretical contribution to the value chain literature is based upon an institutional analysis of primary qualitative data from more than 80 small-scale tea farmers in Nepal, some of whom had upgraded from conventional to organically certified production. Our study finds that value chain upgrading launches a process of institutional change that can be summarized in a general typology. The typology highlights how rules, strategies, organizations, and informal norms affect whether a given upgrading intervention yields livelihood benefits in a particular place. Upgrading can yield positive impacts in chain-linked livelihood dimensions, such as price, and yet induce negative changes in other livelihood dimensions, such as risk, and thereby yield overall adverse livelihood implications, in a process we dub Ã’immiserizing upgradingÃ“. These findings contribute to advancing the conceptual literature on global value chains (GVCs) by suggesting a general typology for cycles of institutional change that influence livelihood outcomes. The typology provides a framework to analyze such processes that is also of use to development practitioners seeking to understand the conditions under which upgrading worsens or improves the welfare of value chain participants. The research findings provide an interesting window into how certification schemes interact with the daily lives of the rural poor. Â© 2015 Elsevier Ltd"	World Development 78  52-65 DOI:10.1016/j.worlddev.2015.10.004	Asia global value chains institutions Nepal tea up	"Mohan, 2015 (CoC)"	N/A	Nepal	"27.7172, 85.3240"	Tea	Tea	CoC	Farmers	Farmers; Labourers	Producer	N/A	N/A	Pre-post	N/A	N/A	Control / CoC	N/A	Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"CoC voluntary code created by Tea Development Alliance and HOTPA modelled on ISEAL, Codex and IFOAM."
9764	"Souza, Apo; Sans, EC de Oliveira; MÅ¸ller, Br; Molento, Cfm"	2015	Broiler chicken welfare assessment in GLOBALGAP<SUP>Â¨</SUP> certified and non-certified farms in Brazil		Animal Welfare 24 1 45-54 DOI:10.7120/09627286.24.1.045		"Souza, 2015"	N/A	Brazil	"-25.296972, -54.094917"	Livestock	Chicken	GLOBALG.A.P	Co-operatives; Farms	Farms	Producer	Mixed methods	"Field experiments, Surveys, "	Matched	10	10	Control / GlobalGAP	One tailed Mann-Whitney U test 	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
10219	"Saswattecha, K.; Kroeze, C.; Jawjit, W.; Hein, L."	2015	Assessing the environmental impact of palm oil produced in Thailand	"There are several concerns related to the increasing production of palm oil in Southeast Asia, including pollution, greenhouse gas emissions and land conversion. The RSPO (Roundtable on Sustainable Palm Oil) certification standard provides an incentive for reducing environmental impacts of palm oil production but to date, only few producers have been certified and studies on environmental implications of RSPO certification in Thailand are scarce. The objective of this study is to assess environmental impacts of palm oil production in Thailand. A case study is conducted in the Tapi River basin, accounting for 60% of palm oil production in Thailand. We developed a model to quantify effects of different management practices in plantations and mills producing Crude-Palm-Oil (CPO) - including non-RSPO, potential RSPO, and RSPO certified producers. Our study shows that five activities contribute most to environmental impacts of CPO production; 1) burning fibers in boilers,2) use of fertilizers, 3) wastewater treatment and empty-fruit-bunch disposal, 4) gasoline use in weed cutters and 5) glyphosate use for weed control. Together these activities cause environmental impacts associated with global warming, ozone formation, acidification, and human toxicity problems. RSPO certified producers cause the lowest environmental impacts due to better waste management such as biogas production from wastewater. We found that environmental performance of the most environmental friendly mills considerably exceeds the RSPO standards, which may be related to the interventions of an environmental project in the Tapi basin. Currently, only 11% of CPO in the Tapi River basin is produced by RSPO certified mills, and non-CPO certified mills produce around 60% of CPO. Most of environmental impacts of palm oil production in the basin are therefore caused by non-RSPO certified palm oil mills. We explored two alternative scenarios illustrating that if more mills in the basin would adopt best-practice CPO production processes in line with those group named ""RSPO certified"", environmental impacts generated in the basin will be considerably lower. Â© 2015 Elsevier Ltd. All rights reserved."	Journal of Cleaner Production 100  150-169 DOI:10.1016/j.jclepro.2015.03.037	Environmental impact Oil palm plantation Palm oil	"Saswattechaa, 2015 "	N/A	Thailand	"9.133900, 99.326700"	Treecrop	Palm oil	Roundtable on Sustainable Palm Oil (RSPO)	Smallholders; Co-operatives; Farms	Smallholders; Co-operatives; Farms	Producer; Processor 	Mixed methods	"Lit review, farmer interviews and mill visits"	Matched	23	40	Control / RSPO	Systems analysis approach model (part LCA; part scenario analysis)	No Data Reported	No Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	None
10512	"Kleemann, Linda"	2011	Organic pineapple farming in Ghana: A good choice for smallholders?		Kiel Working Paper No. 1672    		"Kleemann, 2011"	N/A	Ghana	"7.946500, -1.023200"	Fruit	Pineapple	Organic	Smallholders	Smallholders	Producer	Mixed methods	"Interview, production/export/market data"	Matched	119	17	Control / Organic	Value chain analysis	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
10619	"Mendoza, R.; Bastiaensen, J."	2003	Fair trade and the coffee crisis in the Nicaraguan Segovias	"Small coffee producers in Nicaragua have faced a crisis as the coffee export price has halved since the 1990s. This article examines the role of fair trade in stabilizing prices for small coffee producers, and compares the prices all along the supply chain of the instant coffees (Nestle and Cafedirect). Although Cafedirect's price guarantee has prevented producers from going bankrupt, it is clear that the processing and retail side has become more expensive since the 1990s, partly as a result of the small volumes traded. Cafedirect's high prices compared with commercial brands are likely to ensure that it remains small, and therefore only benefits a minority of producers. The authors examine the options for Nicaragua's small coffee producers and recommend that the producers upgrade their production and postharvest technologies to produce high-quality specialty coffees which can command high prices even without a fair trade tag. They also recommend that the cooperatives be strengthened to be less inefficient and more accountable to their membership."	Small Enterprise Development 14  36-46 	coffee constraints exports international trade mar	"Mendoza, 2003"	N/A	Nicaragua	"13.789400, -86.012200"	Coffee	Coffee	Fair Trade; Rainforest Alliance	Co-operatives; Smallholders	Regional	Producer	Mixed methods	"Company data and informants from NGOs, companies, supermarket and 2 processing plants."	Matched	N/A	N/A	Control / FT	Reports economic data. No analyses.	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
11013	"Nguyen, Thi Minh Chi; Chien, LiHsien; Chen, ShwuEn"	2015	Impact of certification system on smallhold coffee farms' income distribution in Vietnam	"This study attempts to investigate the impact of the working certification programs on the income of the coffee farms operated by the local smallholders at Dakha District, Kontum, Vietnam. Followed by the comparisons of the socio-demographic and economic characteristics between certified and non-certified farmers, the study adopts the Binary Probit model and linear regression model were applied to analyze the decision on farmers' attitude for participation on the available certification programs and their impacts. Propensity score matching (PSM) was applied to examine the average treatment effect of certification program on net coffee income per hectare to reduce the selection bias. Statistical results show that net coffee income per hectare is positively influenced by certification participation. Furthermore, education status the household head, number of members involved in coffee cultivation, distance from household to town center, and training availability effect significantly on net coffee income. Moreover, four matching algorithms of PSM highlighted that members of the certified cooperative achieve higher net coffee income per hectare compared to non-certified ones. Finally, how to introduce an organizational framework to assist local smallhold farmers and local coffee cooperatives become more effective and influential in domestic coffee value chain are suggested."	Asian Journal of Agriculture and Rural Development 5  137-149 	certification coffee crop production decision anal	"Nguyen et al., 2015"	N/A	Vietnam	"14.6412, 108.0006"	Coffee	Coffee	Organic; Common Code; 4C; Fair Trade; Rainforest Alliance; Rainforest Alliance; UTZ Certification	Co-operatives	Smallholders	Producer	Household surveys	N/A	Matched	80	120	Control / Organic / Common Code / 4C / FT / RA / UTZ	Propensity score-matching to measure average treatment effect	Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Increased costs of production.
11069	"Hoang, H. T. N.; Hoshino, S.; Hashimoto, S."	2014	Forest stewardship council certificate for a group of planters in Vietnam: SWOT analysis and implications	"A group of smallholders in Vietnam has obtained Forest Stewardship Council certification (FSC) for their Acacia plantation forest. Although the certification aims to improve livelihoods via economic, social, and environmental benefits, there are concerns amongst smallholders regarding the outcomes from their certification decision as well as difficulties in maintaining the certification. This article assesses the benefits and challenges of forest management certification from the perspective of small household groups who have achieved FSC certification. The FSC has brought new opportunities for farmers, such as increased selling price and extended trade networks, but is also associated with significant obstacles such as high initial and annual surveillance audit fees, difficult paper work, and complicated procedures for selling wood. Additionally, the small size of the plantations and low expertise in forest management make it more difficult and costly for farmers to achieve certification. There is a heavy dependency on donors for financial and technical support. Because subsidies from organizations like the World Wide Fund for Nature Vietnam are unlikely to continue indefinitely, the benefit of certification for smallholders is uncertain. Feasible actions to increase the sustainability of the group are suggested, including increasing the responsibility of the group members, enhancing the awareness and capacity of the local people, and searching for additional support from other organizations and wood processing companies. From the macro level, a national forest stewardship council should be established so that the audit cost for certification would be reduced. Â© 2014, The Japanese Forest Society and Springer Japan."	Journal of Forest Research 20  35-42 DOI:10.1007/s10310-014-0472-z	Certification Forest management FSC Sustainable de	"Hoang, 2015"	N/A	Vietnam	"16.794300, 106.963400"	Timber	Acacia	Forest Stewardship Council (FSC)	Smallholders; Farms	Farms	Producer	Interviews (freeform)	Economics and cost data extracted	Matched	22	N/A	Control / FSC	Percentage agreement from interviews	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
11096	"Mendoza, Teodoro C."	2004	Evaluating the Benefits of Organic Farming in Rice Agroecosystems in the Philippines		Journal of Sustainable Agriculture 24 2 93-115 DOI:10.1300/J064v24n02_09		"Mendoza, 2004"	N/A	The Philippines	"13.116200, 121.079400"	Rice	Rice	Organic	Co-operatives	Co-operatives	Producer	Mixed methods	"Focus group discussion, individual farmer interviews"	Matched	N/A	N/A	Control / Organic	N/A	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	None
11436	"Forster, Dionys; Andres, Christian; Verma, Rajeev; Zundel, Christine; Messmer, Monika M.; M_der, Paul"	2013	Yield and Economic Performance of Organic and Conventional Cotton-Based Farming Systems _ Results from a Field Trial in India		PLoS ONE 8 12 e81039 DOI:10.1371/journal.pone.0081039		"Forster, 2013"	N/A	India	"22.973400, 78.656900"	Textiles	Cotton	Organic	Farms; Smallholders	Smallholdings; Farms	Producer	Mixed methods	"Field Experiments, Household surveys"	Matched	N/A	N/A	Control  / ORganic 	N/A	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
11498	"Kilian, B.; Jones, C.; Pratt, L.; Villalobos, A."	2006	Is sustainable agriculture a viable strategy to improve farm income in Central America? A case study on coffee	"In order to alleviate the impacts of the low coffee prices in recent years, sustainable coffee production and certification have been a logical strategy for many producers to: a) differentiate their product in the market place; and, b) shift their production cost structure away from more input intensive techniques. This paper explores the two most widely recognized certification schemes (organic and ""fairtrade"") to determine whether certification to these systems is actually benefiting producers. It then explores the principal differences in production costs and price premiums for the two systems and their effect on different categories of producers. Finally, it considers the dynamics of the conventional and sustainable coffee markets to assess the likely medium to long-term economic outlook for producers involved in the certification schemes. The research is based on a combination of published sources and detailed primary source data (interviews and surveys) gathered by the CIMS Foundation. (c) 2005 Elsevier Inc. All rights reserved."	Journal of Business Research 59  322-330 		"CIMS, 2004"	Difficult to tell if data could be analysed separately between countries. Sometimes it is combined and other times not.	Latin America: Costa Rica; Guatemala; Colombia; Mexico; Peru; Nicaragua; Honduras; El Salvador	"37.3382, -121.8863; 14.6349, -90.5069; 4.7110, -74.0721; 19.4326, -99.1332;12.0464, -77.0428;12.1150, -86.2362;14.0723, -87.1921;13.6929, -89.2182"	Coffee	Coffee	Fair Trade; Rainforest Alliance; Organic	Co-ops and Farmers 	Farmers; Exporters	Producer; Processor	Other	Economic data	Matched	N/A	N/A	Control / FT / Organic	Economic analysis and modelling	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Impact of producer region and quality on price premium noted.
11561	"Kersting, S.; Wollni, M."	2012	New institutional arrangements and standard adoption: evidence from small-scale fruit and vegetable farmers in Thailand	"GlobalGAP is the most important private standard for producers in the Thai horticultural sector concerning access to high-value markets, especially to Europe. This paper presents an analysis of GlobalGAP adoption by small-scale fruit and vegetable farmers in Thailand focusing on GlobalGAP group certification, the costs and perceived benefits of GlobalGAP adoption, and the factors influencing standard adoption. In our research area, GlobalGAP group certification has encouraged the formation of new institutional arrangements between farmers, exporters and donors. Farmers participating in a development program were organized in certification groups where the Quality Management System (QMS) was either run by the donor, by the exporter, or by farmers themselves. Results of our adoption model suggest that support by donors, exporters and public-private partnerships are vital to enable small-scale farmers to adopt the standard. Furthermore, farmers are more likely to adopt if they are better educated and more experienced, and if they have access to female family labor, improved farming technology, and information and extension services."	Food Policy 37  452-462 DOI:10.1016/j.foodpol.2012.04.005	certification costs food safety fruit growing inst	"Kersting, 2012 "	N/A	Thailand	"15.870000, 100.992500"	Mixed Farming	Various fruits and vegetables	GLOBALG.A.P	Co-operatives; Smallholders; Farms	Farmers; Exporters	N/A	Household surveys	N/A	Matched	96	49	Control / GlobalGAP	Percentage of farmers reporting percieved benefits. Modelling used to eplain factors influencing adoption.	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported 	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Study has information regarding actual benefits of certification.
